AccessionClean,Cerebellum,Midbrain,Thalamus,Lateral_habenula,Hippocampus,Dentate_gyrus,Basic_cell_groups_and_regions_grey,Lateral_septal_nucleus,Caudoputamen,Neocortex,Protein_names,Gene_Names,Tissue_specificity
Q3UHD9,0.056427076,-0.059677759,0.181011066,0.121275004,0.320903749,0.51440063,0.408503321,0.351378718,0.478217146,0.419695627,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (Phosphatidylinositol 3-kinase enhancer) (PIKE)",Agap2 Centg1 Kiaa0167,
Q3UHE1,-0.707694134,-0.666987515,-0.892801742,-0.581400508,-0.85292923,-0.76821275,-0.880269686,-0.557463754,-0.560740578,-0.629426463,"Membrane-associated phosphatidylinositol transfer protein 3 (Phosphatidylinositol transfer protein, membrane-associated 3) (PITPnm 3) (Pyk2 N-terminal domain-interacting receptor 1) (NIR-1)",Pitpnm3 Nir1,
Q3UHF7,0.003746452,0.023596577,-0.246505784,-0.78562954,-0.150403086,0.084150104,-0.430312466,-0.35452488,-0.015184747,0.054660933,Transcription factor HIVEP2 (Human immunodeficiency virus type I enhancer-binding protein 2 homolog) (Myc intron-binding protein 1) (MIBP-1),Hivep2 Mibp1,"TISSUE SPECIFICITY: Expressed in heart, lung, skeletal muscle and liver. In the brain expressed in cerebral cortex, hippocampus, corpora amygdala and cerebellar cortex. {ECO:0000269|PubMed:10207097}."
Q3UHG7,-0.377956282,-0.308842181,-0.26785839,-1.103899089,-0.544650385,-0.208571636,-0.271446097,-0.152473045,-0.356333924,-0.787686176,DENN domain-containing protein 11 (DENND11) (Protein LCHN),Dennd11 Kiaa1147 Lchn,
Q3UHH1,-0.428034892,-0.67971364,-0.41199763,-0.374335816,-0.309531937,-0.465001987,0.136119122,-0.898328205,-0.320357893,-0.52529868,Zinc finger SWIM domain-containing protein 8,Zswim8 Kiaa0913,
Q3UHH2,0.280660112,0.343599595,-0.212530334,0.249528276,0.06124819,-0.456701272,0.046893605,-0.147167669,0.099256279,-0.043942769,Solute carrier family 22 member 23,Slc22a23,
Q3UHI0,-2.244029853,-1.7224913,-1.93894635,-1.156519539,-2.137234232,-2.253834378,-1.787614442,-1.77060431,-1.938211471,-2.108772659,Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Granule cell antiserum positive protein 14) (Protein GCAP14),Ccser2 Fam190b Gcap14 Kiaa1128,TISSUE SPECIFICITY: Expressed in brain (at protein level). {ECO:0000269|PubMed:22673506}.
Q3UHI4,1.512335937,1.517683316,1.310925084,1.216003199,1.225194769,1.309105652,0.671721462,1.111656856,1.409882203,0.939218662,Protein TMED8,Tmed8,
Q3UHJ0,-0.074869918,-0.321368337,-0.001878687,-0.359047394,-0.185096782,0.220575596,-0.046681,0.011749582,-0.21101678,-0.246088914,AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1),Aak1 Kiaa1048,
Q3UHK1,-0.535872688,-0.378702317,-0.919341209,0.147835495,-0.816676302,-0.432751811,-0.800348984,-0.595894187,-0.635408644,-0.71744592,Proton myo-inositol cotransporter (H(+)-myo-inositol cotransporter) (Hmit) (H(+)-myo-inositol symporter) (Solute carrier family 2 member 13),Slc2a13,
Q3UHK6,0.243324345,0.463275505,0.26978714,0.256801295,0.19066396,0.386160931,0.454247799,0.097325147,0.150044419,0.141271869,Teneurin-4 (Ten-4) (Downstream of CHOP4) (Protein Odd Oz/ten-m homolog 4) (Tenascin-M4) (Ten-m4) (Teneurin transmembrane protein 4),Tenm4 Doc4 Kiaa1302 Odz4 Tnm4,"TISSUE SPECIFICITY: Expressed in brain and spinal cord (at protein level). Expressed in neurons and oligodendrocytes of the spinal cord. Expressed weakly in kidney, lung and spleen. Expressed in the cortex, CA1, CA2 and CA3 of the hippocampus. Expressed in the white matter, Purkinje cells and molecular layer of the cerebellum. {ECO:0000269|PubMed:12915301, ECO:0000269|PubMed:15489520, ECO:0000269|PubMed:22915103}."
Q3UHL1,-0.034446075,0.097878804,-0.137793588,0.362047257,-0.045494234,0.013624468,0.303898893,0.531205823,0.021684001,0.099695753,CaM kinase-like vesicle-associated protein,Camkv,
Q3UHQ6,-0.826159642,-0.673693932,-0.88914832,-0.938510889,-1.124704696,-1.115657872,-1.269265471,-1.714640877,-0.64129463,-0.810373633,Protein DOP1B,Dop1b Dopey2 Kiaa0933,"TISSUE SPECIFICITY: Expressed in liver, heart and brain. {ECO:0000269|PubMed:12767918}."
Q3UHR0,-4.266507933,-4.753209886,-3.537023244,NA,NA,NA,NA,NA,-4.226554298,-4.472182156,BAH and coiled-coil domain-containing protein 1,Bahcc1 Kiaa1447,
Q3UHU5,0.141768575,0.240196856,0.001229458,-0.095631844,0.218804312,0.117866201,-0.161566256,0.022757285,0.179423844,0.15184141,Microtubule cross-linking factor 1 (Coiled-coil domain-containing protein 165) (PAR-1-interacting protein) (SOGA family member 2),Mtcl1 Ccdc165 Kiaa0802 Soga2,
Q3UHX0,-2.208724993,-2.518463836,-2.944781701,NA,-2.784766875,-1.444767883,NA,-0.998654268,-1.955091993,-2.084164104,Nucleolar protein 8,Nol8,
Q3UHX2,-0.179148567,-0.039740997,-0.205348333,-0.25314711,-0.449518636,-0.619507083,0.191615041,-0.793555965,-0.276376927,0.07663255,28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1),Pdap1,
Q3UHX9,-1.366527631,-1.289646311,-0.885073379,-1.50752669,-1.862384781,-2.026296311,-1.395230463,-0.54516649,-1.190182366,-1.374355021,28S rRNA (uridine-N(3))-methyltransferase (EC 2.1.1.-) (Centromere protein 32) (CENP-32) (Kinetochore-associated protein) (Methyltransferase C9orf114 homolog) (SPOUT domain-containing methyltransferase 1),Spout1 D2Wsu81e,
Q3UI43,-0.598167904,-0.329932144,-0.69616767,-0.809068557,-0.999781362,-0.580210453,-0.8991557,-1.186683202,-0.222233777,-0.383532678,BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex),Babam1 Merit40 Nba1,
Q3UIK4,0.352744536,-0.347805273,-1.603234274,NA,-1.239976038,-0.116274317,-1.211535572,-0.772592837,-0.273876888,0.047341064,N(6)-adenosine-methyltransferase non-catalytic subunit METTL14 (Methyltransferase-like protein 14),Mettl14 Kiaa1627,"TISSUE SPECIFICITY: Expressed in testis (PubMed:28914256). Highly expressed in radial glial cells during embryonic cortical neurogenesis (PubMed:28965759). {ECO:0000269|PubMed:28914256, ECO:0000269|PubMed:28965759}."
Q3UIL6,-0.056578384,-0.064981132,-0.134966057,-0.140604145,-0.16668508,0.209893978,-0.21092752,0.147355935,-0.117913782,-0.018031134,Pleckstrin homology domain-containing family A member 7 (PH domain-containing family A member 7) (Heart adapter protein 1),Plekha7 Hadp1,TISSUE SPECIFICITY: Expressed in kidney and lung (at protein level). {ECO:0000269|PubMed:30463011}.
Q3UIU2,0.845810291,0.998377504,0.981785825,0.811183921,0.85527396,0.833654161,0.445654066,0.660220459,0.638204446,0.62437494,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit),Ndufb6 Gm137,
Q3UJ81,1.196968552,1.460661816,0.564942316,0.661729451,0.712048726,0.781000097,0.960007928,0.894616691,1.317165932,1.528162451,Nuclear envelope phosphatase-regulatory subunit 1 (NEP1-R1) (Transmembrane protein 188),Cnep1r1 Tmem188,TISSUE SPECIFICITY: Muscle specific with lower expression in other metabolic tissues. {ECO:0000269|PubMed:22134922}.
Q3UJB9,-0.264697447,-0.350968824,-0.483395905,-0.594848082,-0.355498158,-0.264491552,-0.530181529,-0.46670653,-0.169362888,-0.258673775,Enhancer of mRNA-decapping protein 4,Edc4,
Q3UJD6,-0.328818475,-0.372576786,-0.264711815,-0.01672941,-0.105046543,-0.052122195,-0.526123826,-0.703831698,-0.304582043,-0.1947101,Ubiquitin carboxyl-terminal hydrolase 19 (EC 3.4.19.12) (Deubiquitinating enzyme 19) (Ubiquitin thioesterase 19) (Ubiquitin-specific-processing protease 19),Usp19 Kiaa0891,
Q3UJK4,-1.245584827,-0.728315864,-1.67909967,-1.107109329,-1.458343234,-0.929164437,-1.307034712,-0.632919125,-1.045830504,-1.245538775,GTP-binding protein 2 (GTP-binding-like protein 2),Gtpbp2,"TISSUE SPECIFICITY: Predominantly expressed in thymus, spleen, and testis. Expressed at lower levels in brain, heart, lung, kidney, and skeletal muscle. In testis, specifically expressed in spermatocytes and round spermatids. {ECO:0000269|PubMed:11054535}."
Q3UJP5,0.368433837,0.514724885,-0.060537102,-0.125281862,-0.468376082,0.64086608,-0.775809816,-0.147871074,0.066831912,0.433229234,Cilia- and flagella-associated protein 418,Cfap418,"TISSUE SPECIFICITY: Expressed in multiple tissues, including the brain, kidney, lung, spleen, heart, trachea and testis (PubMed:29440555). Expressed in the retina (at protein level) (PubMed:22177090, PubMed:29440555). {ECO:0000269|PubMed:22177090, ECO:0000269|PubMed:29440555}."
Q3UJU9,0.397738582,0.539130124,0.203817638,0.290274257,0.243844636,0.310621891,-0.107466446,0.102227197,0.154437004,0.105776417,Regulator of microtubule dynamics protein 3 (RMD-3) (mRMD-3) (Protein FAM82A2) (Protein FAM82C),Rmdn3 Fam82a2 Fam82c,
Q3UKC1,-0.354310168,-0.262532321,-0.355482201,-0.365333268,-0.442804989,-0.050369208,-0.353254177,-0.113991697,-0.565914928,-0.245763767,Tax1-binding protein 1 homolog,Tax1bp1,
Q3UKJ7,0.130558093,0.083024649,-0.209720763,0.609849478,0.287335052,0.057404079,0.039828476,-0.206958606,0.284731012,0.11667146,"WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]",Smu1,
Q3UL36,1.969762763,1.210581512,1.153281972,1.475838947,1.476452237,1.683000761,1.12659035,0.798849101,1.512112814,1.515604128,Arginine and glutamate-rich protein 1,Arglu1,"TISSUE SPECIFICITY: High expression levels in the neocortex, hippocampus and thalamus but low expression levels in the midbrain and hindbrain (at protein level) (PubMed:37612280). Ubiquitously expressed with highest expression levels in the central nervous system and low expression in uterus and pancreas (PubMed:30698747). {ECO:0000269|PubMed:30698747, ECO:0000269|PubMed:37612280}."
Q3ULD5,0.143358437,0.315792229,0.215836035,-0.161686532,0.155085915,0.153614481,0.217162202,-0.118434897,0.197745136,0.193748124,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)",Mccc2,
Q3ULF4,0.258136917,0.514793566,0.322450384,0.043147659,0.384171368,0.368573989,0.073935658,0.214972485,0.349839056,0.44079891,Mitochondrial inner membrane m-AAA protease component paraplegin (EC 3.4.24.-) (EC 3.6.-.-) (Paraplegin) (Spastic paraplegia 7 protein),Spg7,TISSUE SPECIFICITY: Expressed in the brain and retina (at protein level). {ECO:0000269|PubMed:22563492}.
Q3ULJ0,-0.330037567,-0.459829026,-0.151274228,-0.042167044,-0.062497764,-0.232878422,-0.122549758,-0.588687718,-0.302171883,-0.107687664,Glycerol-3-phosphate dehydrogenase 1-like protein (EC 1.1.1.8),Gpd1l Kiaa0089,
Q3ULW8,-3.532397769,-2.826664321,NA,NA,NA,NA,NA,NA,-3.037685754,-3.345823049,Protein mono-ADP-ribosyltransferase PARP3 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 3) (ARTD3) (DNA ADP-ribosyltransferase PARP3) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3) (Poly [ADP-ribose] polymerase 3) (PARP-3) (Poly[ADP-ribose] synthase 3) (pADPRT-3),Parp3 Adprt3,
Q3ULZ2,-2.242737897,-2.564018306,-2.37185618,-2.09000663,-2.515135429,-2.288060947,-3.160391601,-2.422408796,-2.753751288,-2.873168305,FH2 domain-containing protein 1 (Inverted formin-1),Fhdc1 Inf1 Kiaa1727,"TISSUE SPECIFICITY: Brain, heart and lung (at protein level). {ECO:0000269|PubMed:18815276}."
Q3UM18,0.033199839,0.504316334,0.158299663,-0.144509581,-0.374295439,-0.320895026,9.88E-04,-0.654835848,-0.007051815,-0.434471342,Large subunit GTPase 1 homolog (EC 3.6.5.-),Lsg1 D16Bwg1547e,
Q3UM29,-0.643654774,-0.727072379,-1.024292227,-0.599254262,-0.782656754,-1.05621067,-0.537923667,-0.931694994,-0.259830825,-0.651708196,Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7),Cog7,
Q3UM45,-0.408644659,-0.551931829,-0.425784918,-0.385310488,-0.210946477,-0.35110124,-0.09932015,-0.51538433,-1.051665289,-0.22500785,Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22),Ppp1r7 Sds22,TISSUE SPECIFICITY: Widely expressed with high level in testis. Expression increases during puberty. Expressed in spermatids and probably also in spermatozoa. {ECO:0000269|PubMed:12972598}.
Q3UMB5,-0.239265525,-0.45528918,-0.369963851,-0.505712169,-0.3544841,-0.080725481,-0.879381099,-0.288548165,-0.076889222,-0.103954606,Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog),Smcr8,"TISSUE SPECIFICITY: Widely expressed (PubMed:11997338). Expressed in the forebrain and hippocampus (at protein level) (PubMed:31651360). {ECO:0000269|PubMed:11997338, ECO:0000269|PubMed:31651360}."
Q3UMB9,-0.111479986,-0.484514306,-0.202959392,-0.603809304,-0.280021361,-0.530651623,0.028523238,0.340869539,-0.481424789,-0.058204205,WASH complex subunit 4 (WASH complex subunit SWIP),Washc4 Kiaa1033,
Q3UMC0,-0.538692664,-0.962656251,-0.731465571,-1.634185616,-0.81140292,-0.443037302,-0.690870838,-0.97031476,-0.770212726,-0.547472132,ATPase family gene 2 protein homolog A (EC 3.6.4.10) (AFG2 AAA ATPase homolog A) (Ribosome biogenesis protein SPATA5) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5),Afg2a Spaf Spata5,TISSUE SPECIFICITY: Expressed in testis; with localization to spermatogonia and early spermatocytes in the basal compartment of the seminiferous tubules (at early stages of spermatogenesis). Very weak signals observed in spleen and skin. {ECO:0000269|PubMed:10734318}.
Q3UMF0,-0.600395028,-0.614979163,-1.016290626,-0.840385951,-0.654207769,-1.458831723,-0.549321791,-0.51784736,-0.412224747,-0.460828687,Cordon-bleu protein-like 1 (Cobl-related protein 1),Cobll1 Coblr1 Kiaa0977,"TISSUE SPECIFICITY: Detected in embryonic first branchial arc, branchial clefts and limb buds. {ECO:0000269|PubMed:14512015}."
Q3UMF9,0.395827194,0.641756248,0.302649276,-0.477988622,1.027964878,0.617208594,0.271841738,0.656287926,1.330057713,0.850816166,Failed axon connections homolog,Faxc,
Q3UMG5,-1.540455221,-2.130359975,NA,NA,NA,NA,NA,NA,-1.571983571,-1.487431894,Leucine-rich repeat and calponin homology domain-containing protein 2,Lrch2 Kiaa1495,
Q3UMR0,0.961986814,0.946209871,0.526521184,NA,0.169803337,0.00997808,-1.072194204,-1.063052342,0.716652104,0.892695047,Ankyrin repeat domain-containing protein 27 (VPS9 domain-containing protein) (VPS9-ankyrin-repeat protein),Ankrd27 Varp,
Q3UMR5,0.423825835,0.339567286,0.491667324,0.396458551,0.648240345,0.753574892,0.248860915,0.635932642,0.533236976,0.559063596,"Calcium uniporter protein, mitochondrial",Mcu,"TISSUE SPECIFICITY: Detected in heart muscle (at protein level) (PubMed:26057074). Expressed in skeletal muscle, heart, kidney, liver, brain, lung, white fat and spleen. {ECO:0000269|PubMed:21685888, ECO:0000269|PubMed:23409044, ECO:0000269|PubMed:23900286, ECO:0000269|PubMed:26057074}."
Q3UMT1,-0.067806416,-0.025861698,-0.178088722,-0.237736005,-0.123719084,-0.198837201,0.010639626,-0.054840032,-0.088990334,-0.073668753,Protein phosphatase 1 regulatory subunit 12C (Protein phosphatase 1 myosin-binding subunit of 85 kDa) (Protein phosphatase 1 myosin-binding subunit p85),Ppp1r12c Mbs85,
Q3UMU9,0.462744316,-0.021024431,-0.140074345,0.089312962,-0.014962117,0.188830348,-0.473099671,-0.213583921,-0.069633092,0.029411476,Hepatoma-derived growth factor-related protein 2 (HRP-2),Hdgfl2 Hdgfrp2,TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:22212508}.
Q3UMY5,-0.169239396,0.171372006,0.043944495,-0.15672833,-0.01033987,-0.656091138,0.279665138,-1.078801744,-0.306115482,-0.172588922,Echinoderm microtubule-associated protein-like 4 (EMAP-4),Eml4,
Q3UN02,0.362823767,0.094866506,0.304488673,0.477726689,0.297790543,0.062807933,-0.133784377,0.420502362,0.311071469,0.034876205,Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1),Lclat1 Agpat8 Alcat1 Gm91 Lycat,"TISSUE SPECIFICITY: Widely expressed with highest expression in heart, liver and 12.5 dpc aorta-gonad-mesonephros and lower levels in the 16 dpc fetal liver and adult bone marrow. In bone marrow, highest levels are found in B-cells compared with whole bone marrow, T-cells, erythrocytes, and granulocytes. {ECO:0000269|PubMed:15152008, ECO:0000269|PubMed:16620771, ECO:0000269|PubMed:17675553}."
Q3UN04,1.807162018,2.39273543,2.429334426,2.659263577,2.464512599,2.154802258,1.839517845,2.023371894,2.151235357,1.853692744,Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30),Usp30,
Q3UN16,-0.130095584,0.068456079,-0.087935296,-0.120585924,-0.252018795,0.087895183,-0.288583311,-0.151597611,-0.160717025,-0.030195369,Probable G-protein coupled receptor 162,Gpr162,
Q3UN90,-2.961750973,NA,NA,NA,NA,NA,NA,NA,NA,-2.566535379,LYR motif-containing protein 9,Lyrm9,
Q3UNH4,0.624922439,0.21789429,0.214681112,-0.065850594,0.922072726,0.545656772,0.409873526,0.072457961,0.46164405,0.966571505,G protein-regulated inducer of neurite outgrowth 1 (GRIN1),Gprin1,TISSUE SPECIFICITY: Expressed specifically in brain (at protein level). {ECO:0000269|PubMed:10480904}.
Q3UNZ8,0.162819924,-0.080874064,1.172657607,-0.617564651,-0.096619231,-0.349214455,0.480286242,-0.979534624,-0.166870634,0.018028943,Protein Cryzl2 (Crystallin zeta like 2),Cryzl2,
Q3UPF5,0.572047271,0.168205749,-0.037877243,-0.125645833,0.201731269,0.374201311,-0.181156088,-0.225238579,-0.064661954,-0.018212099,Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP-13),Zc3hav1,
Q3UPH1,-0.304337083,0.434868469,0.599062249,0.153411476,0.210445992,0.048160919,1.102898482,-0.049990586,0.30910868,-0.185096451,Protein PRRC1 (Proline-rich and coiled-coil-containing protein 1),Prrc1,
Q3UPH7,-0.169331792,0.04309761,-0.134953638,-0.32275426,-0.163806605,-0.429967751,-0.436148478,-0.989727214,-0.163629778,-0.269041915,Rho guanine nucleotide exchange factor 40 (Protein SOLO) (Scambio) (Sabi),Arhgef40 Solo,"TISSUE SPECIFICITY: Ubiquitously expressed but enriched in brain (PubMed:15107133, PubMed:16143467). In brain, it is expressed at higher level in olfactory bulb and cerebellum and peaks perinatally (from 16 dpc to P0.5). {ECO:0000269|PubMed:15107133, ECO:0000269|PubMed:16143467}."
Q3UPL0,-0.139346185,-0.010377678,-0.057794284,-0.262317074,-0.094731707,-0.32054652,-0.20952414,-0.320746887,-0.249970289,-0.108160321,Protein transport protein Sec31A (SEC31-like protein 1) (SEC31-related protein A),Sec31a Sec31l1,
Q3UPR9,0.706266591,0.898204071,0.415303226,0.855406881,1.047433622,0.673356186,0.632170896,0.374372722,1.057596902,0.884768197,Somatomedin-B and thrombospondin type-1 domain-containing protein (RPE-spondin),Sbspon Gm106 Rpesp,
Q3UQ44,-0.462912243,-0.513980888,-0.612734631,-0.450773584,-0.468064735,-0.500912057,-0.515717672,-0.780090539,-0.451913506,-0.269502728,Ras GTPase-activating-like protein IQGAP2,Iqgap2,
Q3UQ84,0.444825651,0.332448791,0.08673679,0.603847806,0.217619552,0.231558403,-0.06080217,0.062237125,0.515196724,0.320405827,"Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase-like 1)",Tars2 Tarsl1,
Q3UQA7,-0.036571588,-0.078819595,-1.16340594,NA,-0.917774409,-0.747685038,-0.462604967,-1.503086478,-0.021023133,0.193034348,Selenoprotein H (SelH),Selenoh,
Q3UQN2,-2.261438658,-1.690310522,-2.101237532,-1.244704721,-2.482677166,-1.589472793,-2.028503609,-1.592207602,-1.824113006,-1.999309495,F-BAR domain only protein 2,Fcho2,TISSUE SPECIFICITY: Ubiquitously expressed (at protein level). {ECO:0000269|PubMed:21762413}.
Q3UQU0,-0.306913521,-0.915488601,-0.175273322,-0.388260873,-0.331152098,-0.134326643,-0.102352413,-0.408666521,-0.970626644,-0.711797161,Bromodomain-containing protein 9,Brd9,
Q3UR50,1.165376921,2.365443876,1.306013349,NA,1.393182263,1.362761619,NA,1.410952685,1.971908736,0.863050742,von Willebrand factor A domain-containing protein 5B2,Vwa5b2,
Q3UR70,-0.381342177,-0.198235211,-0.17820112,-0.217512561,-0.085372711,-0.555763436,-0.673732448,-0.354733933,-0.283189396,-0.20479016,Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1),Tgfbrap1,
Q3URD3,-0.125424059,0.037665304,-0.12587901,-0.221667914,-0.101888163,-0.289170246,0.250226987,0.008806381,0.121862581,0.173046078,Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein),Slmap Kiaa1601 Slap,"TISSUE SPECIFICITY: Expressed in proliferating myoblasts and differentiated myotubes (at protein level). Expressed in myoblasts, cardiac and skeletal muscles. {ECO:0000269|PubMed:10986292, ECO:0000269|PubMed:15086317}."
Q3URE1,0.566053649,0.696727357,0.466762762,0.148100012,0.323119932,0.477642356,0.579520899,-0.588531061,0.51903162,0.619903366,"Malonate--CoA ligase ACSF3, mitochondrial (EC 6.2.1.76) (Acyl-CoA synthetase family member 3)",Acsf3,
Q3URE9,-0.02110896,-0.16711221,-0.412358416,-0.287536104,-0.073235661,-0.185738028,-0.426869801,-0.25320082,-0.231051403,-0.005997312,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 (Leucine-rich repeat neuronal protein 6C),Lingo2 Lrrn6c,
Q3URF8,-0.299041845,-1.620476566,NA,NA,-2.136419171,-1.816599287,NA,NA,-1.004950735,-0.714159198,BTB/POZ domain-containing protein KCTD21 (KCASH2 protein) (Potassium channel tetramerization domain-containing protein 21),Kctd21,TISSUE SPECIFICITY: Highly expressed in cerebellum and brain. Expressed in adult cerebellum (at protein level). {ECO:0000269|PubMed:21472142}.
Q3URQ0,-1.376540534,-1.190719832,-1.164423677,-1.303766883,-0.57645777,-0.761951089,-0.749505865,-0.93421096,-0.111198075,-0.588980608,Testis-expressed protein 10,Tex10,
Q3URS9,0.653883447,0.369190053,0.290578862,0.391821709,0.167139075,0.291769683,-0.090411805,0.174361769,0.628724229,0.663474663,Mitochondrial potassium channel (MITOK) (Coiled-coil domain-containing protein 51),Ccdc51 Mitok,
Q3URU2,-0.250450639,-0.309804114,-1.751690909,NA,-0.668117911,-0.624049158,NA,0.104293498,0.041930206,-0.312815786,Paternally-expressed gene 3 protein (ASF-1),Peg3 Kiaa0287 Pw1,"TISSUE SPECIFICITY: Brain, glial cells, neurons, skeletal muscle, uterus and placenta. In the placenta it is found in all trophoblast cells. {ECO:0000269|PubMed:11260267, ECO:0000269|PubMed:11331620, ECO:0000269|PubMed:8563758, ECO:0000269|PubMed:8806818}."
Q3URY2,-0.09703861,-0.16375063,-0.07565061,-0.191357796,-0.284739723,-0.3616553,-0.504918906,-1.051493117,-0.105009344,0.02475718,Geminin coiled-coil domain-containing protein 1,Gmnc Gemc1 Gm606,
Q3USB7,-0.544421318,-0.180776533,-0.083888196,-0.102206171,-0.343568877,0.294596684,0.086008221,0.232080115,-0.167162087,-0.125775281,Inactive phospholipase C-like protein 1 (PLC-L1) (Phospholipase C-related but catalytically inactive protein) (PRIP),Plcl1,
Q3USH1,0.041905919,0.701782002,0.507879585,-0.125528268,0.480999376,-0.100142437,-0.152398502,-0.432618573,0.393071255,0.563473965,Inhibitory synaptic factor 2A (InSyn2),Insyn2a Fam196a Insy2,
Q3USH5,-2.008975026,-1.528055645,-2.241788018,NA,-1.644209786,-1.054354755,-2.657525337,-3.045987975,-1.66530737,-2.292969283,"Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)",Sfswap Sfrs8 Srsf8 Swap,
Q3USJ8,-2.355505322,-2.414281899,-3.132333003,-3.23771782,-2.458952052,-2.031727024,-2.032808695,-2.156029725,-2.507424123,-2.694286126,F-BAR and double SH3 domains protein 2 (Protein nervous wreck 1) (NWK1) (SH3 multiple domains protein 3),Fchsd2 Kiaa0769 Sh3md3,"TISSUE SPECIFICITY: Detected in inner ear vestibula and in stereocilia in cochlear hair cell bundles (at protein level). Ubiquitous. Detected in testis, liver, brain cortex, cerebellum, kidney, organ of Corti, utricle, spiral ganglion, tongue and eye. {ECO:0000269|PubMed:23437151}."
Q3USW5,0.986872938,0.501756503,0.499716906,1.372472902,0.499466094,0.437488503,0.20042873,-0.354243639,0.467979178,0.287937555,FAD-dependent oxidoreductase domain-containing protein 2,Foxred2 D15Bwg0759e,
Q3USZ8,-0.36511777,0.281670895,-0.649877768,0.107890957,-0.723211346,-0.036609749,-0.919482505,-0.581306796,0.100327071,-0.246223843,Divergent protein kinase domain 2A (Deleted in autism protein 1 homolog) (Golgi Protein of 49 kDa) (GoPro49) (Hypoxia and AKT-induced stem cell factor) (HASF),Dipk2a,"TISSUE SPECIFICITY: Expressed in heart, brain, liver, spleen, kidney, lung, thymus, testis, ovary and muscle. {ECO:0000269|PubMed:23784961}."
Q3UTD9,2.950528916,2.192761222,2.334229053,2.124286603,2.945616242,2.471574496,2.541400126,1.902481391,3.068958987,2.759774938,Small integral membrane protein 15,Smim15,
Q3UTH8,-0.218390373,-0.25186748,-0.264908512,-0.741433842,-0.248891179,-0.084257912,-0.517613474,-0.284046371,-0.090589037,-0.132433574,Rho guanine nucleotide exchange factor 9 (Collybistin) (Rac/Cdc42 guanine nucleotide exchange factor 9),Arhgef9 Kiaa0424,TISSUE SPECIFICITY: Detected in embryonic and adult brain. {ECO:0000269|PubMed:11168555}.
Q3UTJ2,0.215587887,0.099970928,0.165756693,0.251090139,0.330248314,0.298542905,0.268915289,0.368643777,0.451051918,0.44228598,Sorbin and SH3 domain-containing protein 2 (Arg-binding protein 2) (ArgBP2) (Arg/Abl-interacting protein 2),Sorbs2 Argbp2 Kiaa0777,
