accession,protein_name,gene_name,tissue_specificity,Cerebellum,Midbrain,Thalamus,Lateral habenula,Hippocampus,Dentate gyrus,Basic cell groups and regions (grey),Lateral septal nucleus,Caudoputamen,Neocortex
Q3TPE9,Ankyrin repeat and MYND domain-containing protein 2,Ankmy2,,-0.435014709,-0.246263705,-0.566795313,0.098425775,0.149217871,0.003041609,-0.620551704,-0.466647292,-0.460591447,-0.520724925
Q3TPX4,Exocyst complex component 5 (Exocyst complex component Sec10),Exoc5 Sec10l1,,-0.928315222,-0.701316909,-0.371535126,0.207953781,-0.319231165,-0.303559595,0.44323801,0.543106072,-0.800998341,-0.530264991
Q3TQB2,FAD-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-),Foxred1,,0.719028548,0.785884745,0.503960365,0.453669489,0.31147219,0.619771394,0.379889668,0.143661323,0.834531894,0.706118412
Q3TQF0,F-box only protein 31,Fbxo31 MNCb-2609,,-0.240734567,-0.145943516,-0.551096983,-0.779173543,-0.683992838,-1.126336014,-0.816277687,-1.454990425,-0.764715143,-0.417546956
Q3TR08,Fibronectin type III domain-containing protein 4 (Fibronectin type III repeat-containing protein 1) [Cleaved into: Soluble FNDC4 (sFNDC4)],Fndc4 Fnmp1 Frcp1,"TISSUE SPECIFICITY: Predominantly expressed in the liver and in the brain, including in the cortex, hypothalamus and hippocampus (PubMed:12384288, PubMed:34016966). Also expressed in heart, lung, kidney and testis (PubMed:12384288). In the colon, expressed in the epithelium and in a subset of immune cells in lymphoid aggregates (PubMed:27066907). {ECO:0000269|PubMed:12384288, ECO:0000269|PubMed:27066907, ECO:0000269|PubMed:34016966}.",-3.202384061,-2.434604716,-2.580475855,NA,-3.468809958,-3.193692689,-1.645148373,-1.855560507,-2.812205392,-4.249049774
Q3TRM4,Patatin-like phospholipase domain-containing protein 6 (Neuropathy target esterase) (EC 3.1.1.5),Pnpla6 Nte,"TISSUE SPECIFICITY: Expressed in brain, testes and kidney (at protein level) (PubMed:12640454). Expressed ubiquitously in brain of young mice (PubMed:10640712). Reaching adulthood, there is a most prominent expression in Purkinje cells, granule cells and pyramidal neurons of the hippocampus and some large neurons in the medulla oblongata, nucleus dentatus and pons (PubMed:10640712). {ECO:0000269|PubMed:10640712, ECO:0000269|PubMed:12640454}.",0.01769795,0.054411695,-0.102865651,0.287809136,-0.20778178,0.057981261,-0.546340125,-0.393593098,0.020190473,-0.073179065
Q3TRR0,Microtubule-associated protein 9 (Aster-associated protein),Map9 Asap Mtap9,,0.137276353,0.262493859,0.28796365,-0.184954913,0.567271772,0.400068349,0.409946657,0.524549001,0.517817863,0.226952242
Q3TSG4,RNA demethylase ALKBH5 (EC 1.14.11.53) (Alkylated DNA repair protein alkB homolog 5) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 5),Alkbh5 Abh5 Ofoxd,"TISSUE SPECIFICITY: Widely expressed, with highest expression in testis (PubMed:23177736). In testis, present in almost all testicular cell types except elongating and elongated spermatids (at protein level) (PubMed:29279410). Among spermatogenic cells, present at high level in spermatocytes; medium levels in spermatogonia and lower levels in round spermatids (at protein level) (PubMed:29279410). {ECO:0000269|PubMed:23177736, ECO:0000269|PubMed:29279410}.",0.490742517,0.334872132,0.448644855,-0.124395455,0.233441198,0.489817568,-0.130494454,-0.431812032,0.374666969,0.377139284
Q3TTY5,"Keratin, type II cytoskeletal 2 epidermal (Cytokeratin-2e) (CK-2e) (Epithelial keratin-2e) (Keratin-2 epidermis) (Keratin-2e) (K2e) (Type-II keratin Kb2)",Krt2 K2e Krt2-17 Krt2a,"TISSUE SPECIFICITY: Expressed predominantly in the suprabasal layers of the plantar epidermis outside of the footpads (at protein level) (PubMed:26603179). Expressed in the suprabasal layers of the interfollicular epidermis of the ear, in the interscale regions distant from the hair follicles in the tail, and in the soles of the footpads (at protein level) (PubMed:24751727). Expressed mainly in the middle spinous and granular cells of the epidermis of adult tail, nipple and footsole skin. Also found in ear. {ECO:0000269|PubMed:15118396, ECO:0000269|PubMed:2448177, ECO:0000269|PubMed:24751727, ECO:0000269|PubMed:26603179, ECO:0000269|PubMed:7508961}.",0.655374142,0.468644349,0.201000496,-0.719461016,0.986974447,0.585696971,1.017183428,0.837236988,0.940064061,0.812388481
Q3TUA9,Protein O-mannose kinase (POMK) (EC 2.7.1.183) (Protein kinase-like protein SgK196) (Sugen kinase 196),Pomk Sgk196,,0.47310872,0.899165686,0.690190823,1.074945859,0.764571261,0.536338999,0.92542159,1.507394257,0.881557947,0.605450865
Q3TUF7,YEATS domain-containing protein 2,Yeats2 Kiaa1197,,0.204943159,0.163145015,0.307597368,0.38419239,-0.082657206,0.164621041,0.099401098,0.490077699,0.4110689,0.58387289
Q3TUH1,"Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)",Tamm41,,-0.354731815,-0.073951276,-0.017241264,0.106522436,-0.32108606,-0.388565075,0.243352879,-0.400585067,-0.162660336,-0.276083909
Q3TVA9,Coiled-coil domain-containing protein 136,Ccdc136,TISSUE SPECIFICITY: Present at high level in testis (at protein level). {ECO:0000269|PubMed:27076447}.,-0.343486599,-0.277068778,-0.578825749,-0.561027497,-0.668280426,-0.391507148,-0.528503058,-0.655330129,-0.470815305,-0.379976258
Q3TVI4,Protein HEXIM2,Hexim2,,-2.68880782,-2.751897208,-2.105167529,-2.195597825,-2.942112773,NA,-3.105565002,-1.90771775,-2.308998202,-2.733755729
Q3TVI8,Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein),Pbxip1 Hpip,,0.130773923,-0.149188341,-0.441731856,-0.517841891,0.021957525,-0.076914344,-0.190394851,-0.576690321,0.031097417,0.146230752
Q3TVP5,Inactive ubiquitin thioesterase OTULINL,Otulinl Fam105a,,0.247578467,0.278074408,-0.93191152,-0.664197845,-0.013565226,-0.073586285,-0.267269875,-0.593009982,0.344804575,0.317668494
Q3TVW5,Trichoplein keratin filament-binding protein (Protein TCHP) (Mitochondrial protein with oncostatic activity) (Mitostatin),Tchp,"TISSUE SPECIFICITY: Expressed in all tissues examined, including brain, liver, small intestine, large intestine, lung and heart. Found concentrated in tubular structures within hepatocytes, and in the apical cortical region and desmosomes of the apical junctional domain in enterocytes of the small intestine. In the hair follicle, localized at the outer root sheath. Also expressed in blood vessels (at protein level). {ECO:0000269|PubMed:15731013}.",0.693022683,0.550821618,0.485308868,0.126969342,0.835243605,0.110380762,-0.130391093,0.376950405,0.786098701,0.501704109
Q3TWI9,Mechanosensitive cation channel TMEM63B (Transmembrane protein 63B) (mTMEM63B),Tmem63b,"TISSUE SPECIFICITY: Expressed in cochlear hair cells (at protein level) (PubMed:32375046). Highly expressed in the subfornical organ of the brain (PubMed:38172113, PubMed:40107268). Expressed in small intestine (PubMed:39513891). {ECO:0000269|PubMed:32375046, ECO:0000269|PubMed:38172113, ECO:0000269|PubMed:39513891, ECO:0000269|PubMed:40107268}.; TISSUE SPECIFICITY: [Isoform 2]: Brain-specific. {ECO:0000269|PubMed:33100268}.",0.039180904,-0.005176606,0.007390309,1.050706904,-0.31336343,0.05994244,0.06004525,-0.168353799,0.052893816,0.333167921
Q3TWL2,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 1 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase I) (Transmembrane protein 55B)",Pip4p1 Tmem55b,,-1.419426896,-1.079500912,-1.263447026,-0.826137814,-1.428290042,-1.162465438,-1.157439593,-1.512968778,-1.200404825,-0.815618067
Q3TWN3,Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (mACDP2) (Cyclin-M2),Cnnm2 Acdp2,"TISSUE SPECIFICITY: Widely expressed, with highest levels in kidney, lung, spleen and testis. In the kidney, predominantly expressed in the distal convoluted tubule and, at lower levels, in the connecting tubule (at protein level). {ECO:0000269|PubMed:14723793, ECO:0000269|PubMed:15899945, ECO:0000269|PubMed:22399287}.",-0.265918038,-0.078742429,-0.462672608,0.110430991,-0.220976287,-0.089165782,-0.61972678,-0.400495674,-0.167781406,-0.184299973
Q3TWW8,"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)",Srsf6 Sfrs6 Srp55,,0.474562708,0.753871954,0.441573773,0.352371836,0.680948431,0.985545836,0.346159579,0.460439128,0.219370894,0.312338729
Q3TXS7,26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1),Psmd1,,-0.292486197,-0.217821318,-0.432442206,-0.400100951,-0.36998158,-0.231977498,-0.351077655,-0.416710543,-0.400001234,-0.324258501
Q3TXT3,SOSS complex subunit C (INTS3- and NABP-interacting protein) (Sensor of single-strand DNA complex subunit C) (Sensor of ssDNA subunit C) (SOSS-C) (Single-stranded DNA-binding protein-interacting protein 1) (SSB-interacting protein 1),Inip Ssbip1,,-0.825998996,-0.424482992,-0.51184779,0.004451094,-0.945271728,-1.790920397,0.066276358,-0.976179906,-0.553908925,-0.569914219
Q3TXX3,Protrudin (Zinc finger FYVE domain-containing protein 27),Zfyve27,"TISSUE SPECIFICITY: Astrocytes express both isoform 1 and isoform 2 and oligodendrocytes express only isoform 2 (at protein level). Isoform 1 is expressed specifically in the central nervous system and selectively in neuronal cells. Isoform 2 is expressed in cerebrum, cerebellum, spinal cord, heart, thymus, spleen, intestine and lung. {ECO:0000269|PubMed:17082457, ECO:0000269|PubMed:24251978}.",-2.145511992,-2.028107566,-2.37627041,-2.286205193,-2.550713136,-2.66692484,-1.420293175,-1.749552415,-2.532226521,-2.832731015
Q3TXX4,Vesicular glutamate transporter 1 (VGluT1) (Brain-specific Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 7),Slc17a7 Bnpi Vglut1,"TISSUE SPECIFICITY: Expressed in hippocampus (at protein level). Expressed in the molecular layer of the cerebellum and in retina. {ECO:0000269|PubMed:15103023, ECO:0000269|PubMed:16595674, ECO:0000269|PubMed:17611277, ECO:0000269|PubMed:24153177}.",0.619702625,0.265668041,0.658823645,0.042982123,1.016029404,0.715000712,-0.294934862,0.541615646,0.830115235,0.743757517
Q3TY60,Protein FAM131B,Fam131b,,0.202193068,0.222400476,0.275261696,-0.038818904,0.33813402,0.227026454,0.290141119,0.455185434,0.165770513,0.04450666
Q3TY86,Apoptosis-inducing factor 3 (EC 1.-.-.-) (Apoptosis-inducing factor-like protein),Aifm3 Aifl,,0.414164215,0.664311773,0.556762593,-0.52353513,0.341483451,0.547032573,0.154454459,0.333879407,0.678265408,0.735984128
Q3TYA6,M-phase phosphoprotein 8,Mphosph8 Mpp8,"TISSUE SPECIFICITY: Expressed in the spermatogonia, spermatocytes and granular cells within the cerebellum. {ECO:0000269|PubMed:31112734}.",-0.001113215,-0.134497154,-0.295392765,-0.753391822,0.106463054,-0.096173229,-0.612505972,-0.47372459,-0.489535001,-0.29779303
Q3TYD6,Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Brain-enriched kinase) (Lemur tyrosine kinase 2),Lmtk2 Brek Kiaa1079,"TISSUE SPECIFICITY: Mainly expressed in brain, especially in the olfactory bulb, olfactory tubercle, hippocampus, striatum, cerebellum and cerebral cortex. Weakly expressed in skeletal muscle and not expressed in liver. {ECO:0000269|PubMed:15005709}.",-0.488394564,-0.351791717,-0.498164297,-1.119344946,-0.579097121,-0.476127389,-1.273783463,-0.425205271,-0.45276538,-0.427718114
Q3TYP4,Transmembrane protein 278 (Transmembrane protein 88B),Tmem278 Tmem88b,,1.182983179,0.7561293,0.417960347,1.338990945,-0.052322673,0.91088992,0.425345531,1.594891613,0.373689077,0.78228271
Q3TYS2,Cytochrome b-245 chaperone 1 (Essential for reactive oxygen species protein) (Eros),Cybc1 Eros,,0.540769031,0.436679044,0.304052274,-0.164822328,0.65500458,0.506512746,0.152298803,0.645361562,0.855613308,0.670028728
Q3TYU2,Probable cation-transporting ATPase 13A5 (EC 7.2.2.-) (P5-ATPase isoform 5),Atp13a5,TISSUE SPECIFICITY: Specifically expressed in brain and stomach. {ECO:0000269|PubMed:15381061}.,-0.383290121,-0.169848485,-0.060558611,-0.460318002,-0.614539529,-0.669458913,0.538313476,-0.267339444,0.078524277,-0.180548967
Q3TYX3,Protein-lysine N-trimethyltransferase SMYD5 (EC 2.1.1.-) (Protein NN8-4AG) (Retinoic acid-induced protein 15) (SET and MYND domain-containing protein 5) ([histone H3]-lysine20 N-trimethyltransferase SMYD5) (EC 2.1.1.372) ([histone H4]-lysine36 N-trimethyltransferase SMYD5) (EC 2.1.1.359),Smyd5 Rai15,,-0.194562717,-0.398442351,-0.454972446,-0.758820332,-0.407182983,-0.69045758,-0.731954709,-0.278881113,-0.097489401,-0.291691444
Q3TZM9,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)",Alg11,,-0.905586275,-0.604905508,-0.188958235,-0.604348954,-0.348662899,-1.000633204,-1.065248159,-0.80610716,-0.612182618,-0.482200164
Q3TZX3,Solute carrier family 25 member 33,Slc25a33,,1.122135256,1.049385576,0.988471159,0.363875661,1.055421927,1.015773359,1.035040623,0.367658938,1.029122501,1.123240443
Q3TZX8,Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.78) (Nucleolar protein 9),Nol9,,-1.788891023,-1.541030015,NA,-1.472046682,-1.619536274,-1.84252534,-1.153112999,-1.852019348,-1.652541318,-1.426566361
Q3TZZ7,Extended synaptotagmin-2 (E-Syt2),Esyt2 D12Ertd551e Fam62b,,0.251278865,0.055718298,0.221561944,-1.109472523,0.17872868,0.001584186,0.39452761,-0.278992707,0.146078069,0.058044509
Q3U0D9,E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1),Hace1 Kiaa1320,,1.243610546,1.278069795,0.783181286,0.719543926,0.945701054,0.63218267,0.818261292,0.789275589,1.279021467,1.122197069
Q3U0K8,Prolyl 3-hydroxylase OGFOD1 (EC 1.14.11.-) (2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1) (uS12 prolyl 3-hydroxylase),Ogfod1 Kiaa1612,,-2.637421443,-2.65233511,-3.128574925,-3.180084851,-3.555390008,-4.238108888,-2.764172749,-3.745460694,-2.762007719,-2.854208218
Q3U0L2,Ankyrin repeat domain-containing protein 33B,Ankrd33b,,-0.069885454,0.113109005,0.249197259,-0.863059319,0.076203783,-0.101720943,0.339959857,-0.552655348,-0.068997186,-0.203649494
Q3U0M1,Trafficking protein particle complex subunit 9 (NIK- and IKBKB-binding protein),Trappc9 Kiaa1882 Nibp,"TISSUE SPECIFICITY: Expressed in neurons of the pyramidal layer of the cortex, in spinal cord motor neurons and white matter neurons (at protein level). {ECO:0000269|PubMed:15951441}.",-0.169567961,-0.227325637,0.071790272,-0.067546652,-0.148119143,-0.106300323,-0.011635033,-0.594618039,-0.310890654,-0.238482798
Q3U0P1,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3U0P5,Ectonucleoside triphosphate diphosphohydrolase 6 (NTPDase 6) (EC 3.6.1.6) (CD39 antigen-like 2),Entpd6 Cd39l2,,-2.763688773,-3.045837309,NA,NA,NA,NA,NA,NA,-1.954289449,-3.202256555
Q3U0S6,Ras-interacting protein 1 (Rain),Rasip1,"TISSUE SPECIFICITY: Detected in kidney, heart, skeletal muscle, small intestine and lung. {ECO:0000269|PubMed:15031288}.",-0.290004478,-0.184788538,-0.770096378,-0.078099888,-0.356122616,-0.315345468,-1.172158729,-0.745707781,-0.536830482,-0.410073757
Q3U0V1,Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP),Khsrp Fubp2,,0.310853575,0.160339096,-0.062130305,0.687037134,0.143156671,0.554953385,-0.299809782,0.271506802,0.067356313,0.231545931
Q3U186,"Probable arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",Rars2 Rarsl,,-0.159363898,-0.29887441,-0.656208534,-0.676195066,-0.113436008,-0.357240281,-0.196286526,-0.251539402,-0.055871675,-0.290651987
Q3U1F9,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane phosphoprotein Cbp),Pag1 Cbp Pag,TISSUE SPECIFICITY: Present in T-cells (at protein level). {ECO:0000269|PubMed:16166631}.,-0.346102147,-0.303209483,-0.228638942,-1.045678438,0.182569782,-0.165348847,-0.220687141,0.981153925,-0.736444907,-0.519963345
Q3U1J4,DNA damage-binding protein 1 (DDB p127 subunit) (Damage-specific DNA-binding protein 1) (UV-damaged DNA-binding factor),Ddb1,"TISSUE SPECIFICITY: Widely expressed. Expressed in pregnant, lactating and involuting mammary gland. Expressed in oocytes (at protein level) (PubMed:24357321). {ECO:0000269|PubMed:10574459, ECO:0000269|PubMed:24357321, ECO:0000269|PubMed:28790135}.",-0.098774538,-0.021922576,-0.040470241,0.18056444,-0.082686595,-0.120663175,-0.033369332,0.116761696,0.000541666,0.123114678
Q3U1T9,DENN domain-containing protein 1B (Connecdenn 2),Dennd1b,TISSUE SPECIFICITY: Expressed in a subset of dendritic cells (DCs). {ECO:0000269|PubMed:26774822}.,-0.728310366,-0.680975777,-0.885856886,-1.808426992,-1.524216571,-1.087158123,-1.18934806,NA,-1.175913357,-1.166688455
Q3U1V6,Ubiquitin-conjugating enzyme E2 variant 3 (UEV-3) (EV and lactate/malate dehydrogenase domain-containing protein),Uevld Attp Uev3,,-4.088846099,-3.405853189,-3.665923013,NA,-3.225436163,NA,-3.13043926,NA,-3.178476692,-3.510772229
Q3U1V8,Mitogen-activated protein kinase kinase kinase 9 (EC 2.7.11.25),Map3k9,TISSUE SPECIFICITY: Expressed in cochlea and utricle. {ECO:0000269|PubMed:20971179}.,-0.537971142,-0.57372483,-1.419498602,-1.012762122,-1.361966326,-0.549997836,-1.836564462,-0.74354862,-0.498590161,-0.481411223
Q3U1Y4,DENN domain-containing protein 4B (Brain-specific gene 4 protein) (Brain specific protein 4),Dennd4b Bsg4 Bsp4 Kiaa0476,,-0.33943018,-0.388997447,-0.798965698,-0.667227137,-0.429818436,-0.748021494,-0.604100186,-0.078152114,-0.193479031,-0.243961387
Q3U213,Protein SERAC1 (Serine active site-containing protein 1),Serac1 D17Ertd141e,"TISSUE SPECIFICITY: Testis (PubMed:15722415). Higher expression at both mRNA and protein levels in brain and skeletal muscles, than in other organs (PubMed:35235340). {ECO:0000269|PubMed:15722415, ECO:0000269|PubMed:35235340}.",-2.193482339,-1.098531254,-1.664004688,-0.772134945,-1.414679509,-0.216843538,-1.158217077,-1.334170001,-1.03426647,-2.083634097
Q3U214,Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1),Mast3 Kiaa0561,,0.25608317,0.169890888,0.335605624,0.583020843,0.264098755,0.316598621,0.633263377,0.608788373,0.316785214,0.269399347
Q3U276,"Succinate dehydrogenase assembly factor 1, mitochondrial (SDH assembly factor 1) (SDHAF1) (LYR motif-containing protein 8)",Sdhaf1 Lyrm8,,-3.605543921,-4.166047213,-3.893329251,NA,-3.32420002,NA,NA,NA,-3.886680915,-3.606380919
Q3U284,Transmembrane protein 231,Tmem231,,0.199838814,0.319767813,0.377385225,0.447471742,0.492394897,0.442359424,-0.070384766,0.554297904,0.339810979,0.304935875
Q3U2A8,"Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)",Vars2 Kiaa1885 Vars2l,,0.361248997,0.515151305,-0.544111563,-0.613019091,0.275754256,-0.24277403,-0.303192743,-0.016406584,0.466837443,0.628807263
Q3U2I3,FHF complex subunit HOOK-interacting protein 1B (FTS- and Hook-interacting protein) (FHIP),Fhip1b Fam160a2 Kiaa1759,,-0.935413987,-0.76139997,-1.420605863,0.094088001,-0.87845545,-0.278282555,-0.176809856,0.076869355,-1.275875522,-1.110217465
Q3U2P1,Protein transport protein Sec24A (SEC24-related protein A),Sec24a,,0.04164606,0.917536381,0.639586994,0.125521566,0.75313822,0.784669476,0.597549648,0.454479039,0.995721897,0.545463531
Q3U2U7,"Ribosome assembly protein METTL17, mitochondrial (Methyltransferase-like protein 17)",Mettl17 D14Ertd209e,,0.502485062,0.407011034,0.288994004,0.264961558,0.329604075,-0.051843459,0.331256105,-0.138927394,0.838482452,0.944954099
Q3U319,E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B),Rnf40 Bre1b Kiaa0661,,0.62268982,0.696329279,0.586014559,0.319807047,0.496760284,0.331166344,0.71362546,0.140787178,0.792845924,0.551249238
Q3U3C9,Genetic suppressor element 1,Gse1 Kiaa0182,,0.98663855,0.835862041,0.399674886,0.280311918,1.21515399,1.570059395,0.330596077,-0.249831723,0.737535976,0.912773943
Q3U3E2,Protein FAM117B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 13 protein homolog),Fam117b Als2cr13,,-0.48288038,-0.692213534,-1.004840202,-1.266625241,-0.788209086,-0.598792743,-1.714841424,-0.915943055,-0.460567557,-0.311828859
Q3U3Q1,Serine/threonine-protein kinase ULK3 (EC 2.7.11.1) (Unc-51-like kinase 3),Ulk3,,0.36988612,0.732460553,0.442297373,0.348359773,0.189153767,0.520896304,-0.335438463,-0.051721687,0.597199266,0.24974943
Q3U3R4,Lipase maturation factor 1 (Transmembrane protein 112),Lmf1 Tmem112,"TISSUE SPECIFICITY: Expressed in all tissues synthesizing lipoprotein lipase (Lpl) and hepatic lipase (Lipc), including adipose tissue, skeletal muscle, heart, and liver. Expressed at higher levels in tissues that express little or no lipase activity such as testis and pancreas suggesting additional functions in these tissues. {ECO:0000269|PubMed:17994020}.",0.153027848,0.069182854,-0.24265067,-0.046326831,-0.066058167,0.015199272,-0.561269214,-0.390521789,0.135291092,0.321810727
Q3U487,E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3),Hectd3,,-0.499328242,-0.48006076,-0.948214425,-0.760604504,-0.729848318,-0.639976693,-0.900451089,-0.600352128,-0.817682489,-0.525698087
Q3U4G3,"Xyloside xylosyltransferase 1 (EC 2.4.2.62) (UDP-xylose:alpha-xyloside alpha-1,3-xylosyltransferase)",Xxylt1,,1.24236237,0.962597824,0.630441016,0.469238244,0.487523388,0.141301818,0.126207936,0.475347753,0.634023082,0.401559299
Q3U4I7,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 (EC 1.-.-.-),Pyroxd2,,0.639912009,0.233035649,0.690387569,-0.721198119,0.653037196,0.163996095,0.915815126,0.048797472,0.341937218,0.529399483
Q3U5C7,Prickle-like protein 1,Prickle1,,0.363215027,0.279821179,-0.126753008,0.137570875,0.313185332,0.427357884,-0.228876739,-0.285235753,0.22937307,0.413548506
Q3U5Q7,"UMP-CMP kinase 2, mitochondrial (EC 2.7.4.14) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Thymidylate kinase LPS-inducible member) (TYKi)",Cmpk2 Tyki,TISSUE SPECIFICITY: Strongly expressed in the brain. {ECO:0000269|PubMed:36443312}.,-0.334645273,0.02361959,-0.352321159,0.099834385,-0.620419097,0.043764175,-0.165053095,0.021014958,-0.336874417,-0.189460777
Q3U6K5,Spermatogenesis-associated protein 6 (Kinesin-related protein),Spata6 Hash,"TISSUE SPECIFICITY: Specifically expressed in developing spermatids and mature spermatozoa (at protein level) (PubMed:25605924). Isoform 1 is weakly expressed in testis, ovary, thymus and placenta. Isoform 2 and isoform 3 are testis-specific. Expression isw higher in spermatids than in spermatocytes and spermatogonia (PubMed:12771232). {ECO:0000269|PubMed:12771232, ECO:0000269|PubMed:25605924}.",0.133352593,-0.442382491,-1.027580032,-0.919689023,-0.734343794,-0.31176975,-0.674878494,-0.642890155,-0.557619172,-1.181480083
Q3U7R1,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),Esyt1 Fam62a Mbc2,,0.19559513,0.219819876,0.168153692,1.020774925,0.203204686,0.258017262,0.403707844,-0.299841944,0.235628952,0.278663729
Q3U7U3,F-box only protein 7,Fbxo7,,0.503920562,0.78878363,0.749759887,1.353357428,1.240406224,1.712016706,0.641856173,-0.275039755,0.972730434,0.698779736
Q3U9G9,Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (Lamin-B receptor) (Sterol C14-reductase),Lbr,"TISSUE SPECIFICITY: Highly expressed in the testis and lung. Also expressed in the heart, ovary, kidney and liver. {ECO:0000269|PubMed:18785926}.",0.465194402,0.404518635,0.129715422,-0.225067175,0.293800284,0.266767128,0.565342684,0.087151422,0.47701839,0.474329378
Q3UA37,Transcriptional regulator QRICH1 (Glutamine-rich protein 1),Qrich1,"TISSUE SPECIFICITY: Expressed highly in prefrontal cortex, craniofacial area and near the limbs of mouse embryos. Expressed in heart, skeletal muscle, liver, kidney, lung, brain, spleen, intestine and growth plate in mice. {ECO:0000269|PubMed:30281152}.",-0.518908001,-0.823609574,-0.838057504,-0.418606994,-0.860194229,-0.464984465,-1.008977109,-1.047517028,-0.492850343,-0.877990325
Q3UBG2,"PTB-containing, cubilin and LRP1-interacting protein (P-CLI1) (Phosphotyrosine interaction domain-containing protein 1)",Pid1 Pcli1,,0.384556706,-0.4954146,0.188575714,-0.401012199,0.375251441,0.268882642,0.131295868,-0.153740545,0.521521182,0.389438766
Q3UBX0,Voltage-gated monoatomic cation channel TMEM109 (Mitsugumin-23) (Mg23) (Transmembrane protein 109),Tmem109,,1.53213793,1.947862505,1.837210024,1.198475582,1.198518953,1.148404167,1.707477623,1.047191996,1.68012668,1.420605751
Q3UC65,Arginine/serine-rich protein 1,Rsrp1 D4Wsu53e MNCb-0169,,-0.726451116,-0.766518127,-1.769021696,-1.455032154,-1.128459732,-0.757067288,-1.391301839,-1.56328911,-0.688691817,-0.605832012
Q3UCQ1,Forkhead box protein K2 (Cellular transcription factor ILF-1) (Interleukin enhancer-binding factor 1),Foxk2 Ilf1,"TISSUE SPECIFICITY: Expressed in a wide range of adult brain regions, namely the piriform cortex, the major islands of Calleja and cells lining the lateral ventricles, the bed nucleus of stria terminalis, the paraventricular thalamic nucleus, habenula and all structures of the hippocampus. Also present in the hypothalamus, cerebral cortex and in the Purkinje cell layer in the cerebellum. Additionally expressed in dopamine neurons of the substantia and more sparsely in the ventral tegmental area. {ECO:0000269|PubMed:16376864}.",-0.076172606,0.22143582,-0.022213272,-0.706871117,0.185125702,0.327189204,-1.162784592,-0.132934919,-0.027224376,-0.137153504
Q3UDE2,Tubulin--tyrosine ligase-like protein 12 (Inactive tubulin--tyrosine ligase-like protein 12),Ttll12,"TISSUE SPECIFICITY: Widely expressed with highest levels in brain, kidney, liver, lung, muscle and testis. {ECO:0000269|PubMed:17499049}.",-1.061128799,-1.574026901,-1.357666829,-1.128437439,-1.442094659,-1.289249726,-0.813185178,-1.735039261,-1.464602338,-1.483911065
